id,prov,city,sys_no,stat,bank_code,bank_name,bank_name_abb,bank_addr,bank_addr_code,create_time,issue_time
136,浙江,丽水,439094,U,B0018A333110032,中国邮政储蓄银行股份有限公司龙泉市茶丰营业所,中国邮政储蓄银行龙泉市茶丰营业所,浙江省龙泉市茶田镇茶丰片,323704,2010/3/31,2012/7/16
137,浙江,丽水,439095,U,B0018A333110033,中国邮政储蓄银行股份有限公司龙泉市城北营业所,中国邮政储蓄银行龙泉市城北营业所,浙江省龙泉市城北乡河里,323709,2010/3/31,2012/7/16
138,浙江,丽水,439096,U,B0018A333110034,中国邮政储蓄银行股份有限公司龙泉市环城东路营业所,中国邮政储蓄银行龙泉市环城东路营业所,浙江省龙泉市环城东路63-1号,323700,2010/3/31,2012/7/16
139,浙江,丽水,439097,U,B0018A333110035,中国邮政储蓄银行股份有限公司龙泉市蛟垟营业所,中国邮政储蓄银行龙泉市蛟垟营业所,浙江省龙泉市龙南乡蛟垟,323713,2010/3/31,2012/7/16
140,浙江,丽水,439098,U,B0018A333110036,中国邮政储蓄银行股份有限公司龙泉市锦溪镇营业所,中国邮政储蓄银行龙泉市锦溪镇营业所,浙江省龙泉市锦溪镇锦溪街69号,323708,2010/3/31,2012/7/16
141,浙江,丽水,439100,U,B0018A333110038,中国邮政储蓄银行股份有限公司龙泉市上垟镇营业所,中国邮政储蓄银行龙泉市上垟镇营业所,浙江省龙泉市上垟镇岱垟路111号,323707,2010/3/31,2012/7/16
3739,浙江,浙江,517671,U,B0139S233010007,上海银行股份有限公司杭州临安支行,上海银行杭州临安支行,浙江省临安市锦城镇万马路768号3幢1-5层,,2012/7/13,2012/7/16
5928,浙江,温州,437318,U,B0018S333030013,中国邮政储蓄银行股份有限公司平阳县支行,中国邮政储蓄银行平阳县支行,浙江省平阳县昆阳镇解放街71号,325400,1997/11/27,2012/7/16
5929,浙江,温州,437319,U,B0018S333030014,中国邮政储蓄银行股份有限公司平阳县敖江镇支行,中国邮政储蓄银行平阳县敖江镇支行,浙江省平阳县鳌江镇兴鳌中路77号,325401,1997/11/27,2012/7/16
5930,浙江,温州,437320,U,B0018S333030102,中国邮政储蓄银行股份有限公司平阳县北港支行,中国邮政储蓄银行平阳县北港支行,浙江省平阳县水头镇江山中路86-94号,325406,2011/6/20,2012/7/16
5931,浙江,温州,437326,U,B0018A333030021,中国邮政储蓄银行股份有限公司平阳县腾蛟镇营业所,中国邮政储蓄银行平阳县腾蛟镇营业所,浙江省平阳县腾蛟镇凤翔路10号,325404,2010/3/29,2012/7/16
5932,浙江,温州,437327,U,B0018A333030036,中国邮政储蓄银行股份有限公司平阳县水头镇营业所,中国邮政储蓄银行平阳县水头镇营业所,浙江省平阳县水头镇泾川东路1号,325405,2011/12/26,2012/7/16
5933,浙江,温州,437329,U,B0018A333030020,中国邮政储蓄银行股份有限公司平阳县昆阳汇水河营业所,中国邮政储蓄银行平阳县昆阳汇水河营业所,浙江省平阳县昆阳镇汇水河路C幢4-8号,325400,2010/3/29,2012/7/16
5934,浙江,温州,437330,U,B0018A333030032,中国邮政储蓄银行股份有限公司平阳县麻步镇营业所,中国邮政储蓄银行平阳县麻步镇营业所,浙江省平阳县麻步镇康乐路47-55号,325403,2010/3/29,2012/7/16
5935,浙江,温州,437332,U,B0018X333030012,中国邮政储蓄银行股份有限公司平阳县梅源乡金融服务点,中国邮政储蓄银行平阳县梅源乡金融服务点,浙江省平阳县梅源乡乡前街24号乡政府大院一楼,325411,2010/6/17,2012/7/16
5936,浙江,温州,437333,U,B0018X333030013,中国邮政储蓄银行股份有限公司平阳县龙尾乡金融服务点,中国邮政储蓄银行平阳县龙尾乡金融服务点,浙江省平阳县龙尾乡龙尾村,325404,2010/6/17,2012/7/16
5937,浙江,温州,437334,U,B0018X333030027,中国邮政储蓄银行股份有限公司平阳县朝阳乡金融服务点,中国邮政储蓄银行平阳县朝阳乡金融服务点,浙江省平阳县朝阳乡双峰村,325405,2010/6/22,2012/7/16
5938,浙江,温州,437335,U,B0018X333030025,中国邮政储蓄银行股份有限公司平阳县怀溪乡金融服务点,中国邮政储蓄银行平阳县怀溪乡金融服务点,浙江省平阳县怀溪乡金溪村,325406,2010/6/22,2012/7/16
5939,浙江,温州,437337,U,B0018S333030007,中国邮政储蓄银行股份有限公司瑞安市支行,中国邮政储蓄银行瑞安市支行,浙江省瑞安市安阳街道马鞍山路263号云海小区4幢,325200,2008/5/21,2012/7/16
5940,浙江,温州,437338,U,B0018S333030094,中国邮政储蓄银行股份有限公司瑞安市塘下镇支行,中国邮政储蓄银行瑞安市塘下镇支行,浙江省瑞安市塘下镇邵宅前街25号,325204,1997/12/19,2012/7/16
5941,浙江,温州,437340,U,B0018S333030081,中国邮政储蓄银行股份有限公司瑞安市万松路支行,中国邮政储蓄银行瑞安市万松路支行,浙江省瑞安市玉海街道万松路32号,325200,1997/12/19,2012/7/16
5942,浙江,温州,437352,U,B0018A333030039,中国邮政储蓄银行股份有限公司瑞安市高楼镇营业所,中国邮政储蓄银行瑞安市高楼镇营业所,浙江省瑞安市高楼镇龙湖中路115号,325209,2011/12/26,2012/7/16
5943,浙江,温州,437353,U,B0018A333030024,中国邮政储蓄银行股份有限公司瑞安市塘下镇罗凤营业所,中国邮政储蓄银行瑞安市塘下镇罗凤营业所,浙江省瑞安市塘下镇罗凤村罗凤东路72-74号,325204,2010/4/8,2012/7/16
5944,浙江,温州,437356,U,B0018A333030026,中国邮政储蓄银行股份有限公司瑞安市马屿篁社营业所,中国邮政储蓄银行瑞安市马屿篁社营业所,浙江省瑞安市马屿镇岳一村,325208,2010/4/8,2012/7/16
9969,浙江,金华,438930,U,B0018A333070122,中国邮政储蓄银行股份有限公司义乌市篁园路营业所,中国邮政储蓄银行义乌市篁园路营业所,浙江省义乌市篁园市场1Ｆ－032号,322000,2011/12/27,2012/7/16
9970,浙江,金华,438932,U,B0018A333070119,中国邮政储蓄银行股份有限公司兰溪市溪西营业所,中国邮政储蓄银行兰溪市溪西营业所,浙江省兰溪市丹溪大道35号,321102,2011/12/27,2012/7/16
9971,浙江,金华,438933,U,B0018A333070117,中国邮政储蓄银行股份有限公司浦江县人民西路营业所,中国邮政储蓄银行浦江县人民西路营业所,浙江省浦江县人民西路14－22号,322000,2011/12/27,2012/7/16
9972,浙江,金华,438934,U,B0018A333070118,中国邮政储蓄银行股份有限公司义乌市佛堂镇营业所,中国邮政储蓄银行义乌市佛堂镇营业所,浙江省义乌市佛堂镇建设东路8号,322000,2011/12/27,2012/7/16
9973,浙江,金华,438935,U,B0018A333070116,中国邮政储蓄银行股份有限公司永康市铜陵西路营业所,中国邮政储蓄银行永康市铜陵西路营业所,浙江省永康市经济开发区铜陵西路81号,321300,2011/12/27,2012/7/16
9974,浙江,金华,438936,U,B0018A333070115,中国邮政储蓄银行股份有限公司武义县柳城镇营业所,中国邮政储蓄银行武义县柳城镇营业所,浙江省武义县柳城镇太平北路251号,321204,2011/12/27,2012/7/16
9975,浙江,金华,438937,U,B0018S333070060,中国邮政储蓄银行股份有限公司义乌市稠州路支行,中国邮政储蓄银行义乌市稠州路支行,浙江省义乌市南门街296号,322000,2008/6/27,2012/7/16
9976,浙江,金华,438938,U,B0018S333070034,中国邮政储蓄银行股份有限公司永康市望春支行,中国邮政储蓄银行永康市望春支行,浙江省永康市望春东路84－86号,321300,2008/6/27,2012/7/16
9977,浙江,金华,438940,U,B0018S333070055,中国邮政储蓄银行股份有限公司义乌市佛堂镇支行,中国邮政储蓄银行义乌市佛堂镇支行,浙江省义乌市佛堂镇朝阳路65、67号,322002,2008/6/27,2012/7/16
9978,浙江,金华,438943,U,B0018S333070049,中国邮政储蓄银行股份有限公司浦江县四牌楼支行,中国邮政储蓄银行浦江县四牌楼支行,浙江省浦江县和平北路7号,322200,2008/6/20,2012/7/16
9979,浙江,金华,438944,U,B0018S333070005,中国邮政储蓄银行股份有限公司义乌市支行,中国邮政储蓄银行义乌市支行,浙江省义乌市江滨北路527－529号,322000,2008/5/14,2012/7/16
9980,浙江,金华,438945,U,B0018S333070002,中国邮政储蓄银行股份有限公司浦江县支行,中国邮政储蓄银行浦江县支行,浙江省浦江县大桥路7－11号,322200,2008/5/13,2012/7/16
9981,浙江,金华,438949,U,B0018S333070030,中国邮政储蓄银行股份有限公司磐安县新渥镇支行,中国邮政储蓄银行磐安县新渥镇支行,浙江省磐安县新渥镇新兴街3号,322305,2008/6/25,2012/7/16
9982,浙江,金华,438950,U,B0018A333070013,中国邮政储蓄银行股份有限公司永康市花街营业所,中国邮政储蓄银行永康市花街营业所,浙江省永康市花街镇花街村桐花路198号,321302,2010/6/17,2012/7/16
9983,浙江,金华,438952,U,B0018A333070030,中国邮政储蓄银行股份有限公司浦江县城东营业所,中国邮政储蓄银行浦江县城东营业所,浙江省浦江县东山路81号,322200,2010/6/23,2012/7/16
9984,浙江,金华,438953,U,B0018A333070062,中国邮政储蓄银行股份有限公司武义县温泉路营业所,中国邮政储蓄银行武义县温泉路营业所,浙江省武义县新兴路4－8号,321200,2010/7/27,2012/7/16
9985,浙江,金华,438954,U,B0018A333070007,中国邮政储蓄银行股份有限公司永康市西溪营业所,中国邮政储蓄银行永康市西溪营业所,浙江省永康市西溪镇桐塘村西玉街43号,321309,2010/6/17,2012/7/16
9986,浙江,金华,438955,U,B0018A333070113,中国邮政储蓄银行股份有限公司浦江县潘宅营业所,中国邮政储蓄银行浦江县潘宅营业所,浙江省浦江县浦南街道潘宅村塘角,322202,2010/6/23,2012/7/16
9987,浙江,金华,438957,U,B0018A333070083,中国邮政储蓄银行股份有限公司兰溪市府前路营业所,中国邮政储蓄银行兰溪市府前路营业所,浙江省兰溪市府前路145号,321102,2010/7/27,2012/7/16
9988,浙江,金华,438958,U,B0018A333070082,中国邮政储蓄银行股份有限公司兰溪市厚仁营业所,中国邮政储蓄银行兰溪市厚仁营业所,浙江省兰溪市兰江街道厚仁行政村兴隆路27号,321113,2010/7/27,2012/7/16
9989,浙江,金华,438959,U,B0018A333070081,中国邮政储蓄银行股份有限公司兰溪市华丰营业所,中国邮政储蓄银行兰溪市华丰营业所,浙江省兰溪市城郊西路17号,321103,2010/7/27,2012/7/16
9990,浙江,金华,438961,U,B0018A333070078,中国邮政储蓄银行股份有限公司兰溪市人民北路营业所,中国邮政储蓄银行兰溪市人民北路营业所,浙江省兰溪市人民北路70-72号,321100,2010/7/27,2012/7/16
9991,浙江,金华,438962,U,B0018A333070077,中国邮政储蓄银行股份有限公司兰溪市马达营业所,中国邮政储蓄银行兰溪市马达营业所,浙江省兰溪市皂洞口村马达新区85、87号,321109,2010/7/27,2012/7/16
9992,浙江,金华,438963,U,B0018A333070076,中国邮政储蓄银行股份有限公司兰溪市墩头营业所,中国邮政储蓄银行兰溪市墩头营业所,浙江省兰溪市墩头行政村中兴路42号,321117,2010/7/27,2012/7/16
9993,浙江,金华,438964,U,B0018A333070075,中国邮政储蓄银行股份有限公司兰溪市柏社营业所,中国邮政储蓄银行兰溪市柏社营业所,浙江省兰溪市柏社乡桥头行政村万安东路22号,321116,2010/7/27,2012/7/16
9994,浙江,金华,438966,U,B0018A333070073,中国邮政储蓄银行股份有限公司兰溪市香溪营业所,中国邮政储蓄银行兰溪市香溪营业所,浙江省兰溪市香溪镇香五行政村环镇路4号,321114,2010/7/27,2012/7/16
9995,浙江,金华,438967,U,B0018A333070072,中国邮政储蓄银行股份有限公司兰溪市黄店营业所,中国邮政储蓄银行兰溪市黄店营业所,浙江省兰溪市黄店镇都心行政村黄店街26号,321111,2010/7/27,2012/7/16
9996,浙江,金华,438968,U,B0018A333070071,中国邮政储蓄银行股份有限公司兰溪市女埠营业所,中国邮政储蓄银行兰溪市女埠营业所,浙江省兰溪市女埠街道,321112,2010/7/27,2012/7/16
9997,浙江,金华,438969,U,B0018A333070070,中国邮政储蓄银行股份有限公司兰溪市诸葛营业所,中国邮政储蓄银行兰溪市诸葛营业所,浙江省兰溪市诸葛镇,321105,2010/7/27,2012/7/16
9998,浙江,金华,438971,U,B0018A333070068,中国邮政储蓄银行股份有限公司兰溪市游埠营业所,中国邮政储蓄银行兰溪市游埠营业所,浙江省兰溪市游埠镇永安路35号,321106,2010/7/27,2012/7/16
9999,浙江,金华,438972,U,B0018A333070066,中国邮政储蓄银行股份有限公司兰溪市排岭营业所,中国邮政储蓄银行兰溪市排岭营业所,浙江省兰溪市丹溪大道122号,321102,2010/7/27,2012/7/16
10000,浙江,金华,438973,U,B0018A333070065,中国邮政储蓄银行股份有限公司兰溪市西山营业所,中国邮政储蓄银行兰溪市西山营业所,浙江省兰溪市教师新村40幢营业房19号,321102,2010/7/27,2012/7/16
10001,浙江,金华,438974,U,B0018A333070064,中国邮政储蓄银行股份有限公司兰溪市莲花路营业所,中国邮政储蓄银行兰溪市莲花路营业所,浙江省兰溪市莲花路82号,321100,2010/7/27,2012/7/16
10002,浙江,金华,438975,U,B0018A333070061,中国邮政储蓄银行股份有限公司武义县江山新村营业所,中国邮政储蓄银行武义县江山新村营业所,浙江省武义县熟溪街道江山新村,321200,2010/7/27,2012/7/16
10003,浙江,金华,438976,U,B0018A333070060,中国邮政储蓄银行股份有限公司武义县溪南营业所,中国邮政储蓄银行武义县溪南营业所,浙江省武义县解放南街28号,321200,2010/7/27,2012/7/16
10004,浙江,金华,438977,U,B0018A333070059,中国邮政储蓄银行股份有限公司武义县泉溪营业所,中国邮政储蓄银行武义县泉溪营业所,浙江省武义县泉溪镇泉二村勤政路1号,321210,2010/7/27,2012/7/16
10005,浙江,金华,438978,U,B0018A333070058,中国邮政储蓄银行股份有限公司武义县白洋渡营业所,中国邮政储蓄银行武义县白洋渡营业所,浙江省武义县白洋街道白洋渡村,321209,2010/7/27,2012/7/16
10006,浙江,金华,438979,U,B0018A333070057,中国邮政储蓄银行股份有限公司武义县杨家营业所,中国邮政储蓄银行武义县杨家营业所,浙江省武义县茭道镇杨家路1号,321206,2010/7/27,2012/7/16
10007,浙江,金华,438980,U,B0018A333070056,中国邮政储蓄银行股份有限公司武义县大庙营业所,中国邮政储蓄银行武义县大庙营业所,浙江省武义县新宅镇大庙村中心路30号,321202,2010/7/27,2012/7/16
10008,浙江,金华,438981,U,B0018A333070055,中国邮政储蓄银行股份有限公司武义县王宅营业所,中国邮政储蓄银行武义县王宅营业所,浙江省武义县王宅镇王宅村双岩路179号,321205,2010/7/27,2012/7/16
10009,浙江,金华,438982,U,B0018A333070054,中国邮政储蓄银行股份有限公司武义县桃溪营业所,中国邮政储蓄银行武义县桃溪营业所,浙江省武义县桃溪镇兴华街23号,321204,2010/7/27,2012/7/16
10010,浙江,金华,438987,U,B0018A333070048,中国邮政储蓄银行股份有限公司磐安县大盘营业所,中国邮政储蓄银行磐安县大盘营业所,浙江省磐安县大盘镇学田村盘山东路72号,322304,2010/7/12,2012/7/16
10011,浙江,金华,438988,U,B0018A333070047,中国邮政储蓄银行股份有限公司磐安县尖山营业所,中国邮政储蓄银行磐安县尖山营业所,浙江省磐安县尖山镇瞻兴街171号,322312,2010/7/12,2012/7/16
10012,浙江,金华,438990,U,B0018A333070045,中国邮政储蓄银行股份有限公司磐安县岭口营业所,中国邮政储蓄银行磐安县岭口营业所,浙江省磐安县玉山镇岭口村,322302,2010/7/12,2012/7/16
10013,浙江,金华,438994,U,B0018A333070041,中国邮政储蓄银行股份有限公司义乌市毛店营业所,中国邮政储蓄银行义乌市毛店营业所,浙江省义乌市赤岸镇毛店村五指山路55-57号,322004,2010/7/6,2012/7/16
10014,浙江,金华,438997,U,B0018A333070037,中国邮政储蓄银行股份有限公司浦江县郑家坞营业所,中国邮政储蓄银行浦江县郑家坞营业所,浙江省浦江县郑家坞镇迎宾路7号,322206,2010/6/23,2012/7/16
10015,浙江,金华,517001,U,B0018A333070033,中国邮政储蓄银行股份有限公司浦江县傅宅营业所,中国邮政储蓄银行浦江县傅宅营业所,浙江省浦江县白马镇浦东路6号,322205,2010/6/23,2012/7/16
10016,浙江,金华,517002,U,B0018A333070032,中国邮政储蓄银行股份有限公司浦江县城北营业所,中国邮政储蓄银行浦江县城北营业所,浙江省浦江县仙华路85号,322200,2010/6/23,2012/7/16
10017,浙江,金华,517005,U,B0018A333070012,中国邮政储蓄银行股份有限公司永康市桥下营业所,中国邮政储蓄银行永康市桥下营业所,浙江省永康市龙山镇桥下村,321312,2010/6/17,2012/7/16
10018,浙江,金华,517006,U,B0018A333070011,中国邮政储蓄银行股份有限公司永康市解放街营业所,中国邮政储蓄银行永康市解放街营业所,浙江省永康市解放街39号,321300,2010/6/17,2012/7/16
10019,浙江,金华,517007,U,B0018A333070010,中国邮政储蓄银行股份有限公司永康市唐先营业所,中国邮政储蓄银行永康市唐先营业所,浙江省永康市唐先镇唐先三村,321314,2010/6/17,2012/7/16
10020,浙江,金华,517008,U,B0018A333070009,中国邮政储蓄银行股份有限公司永康市清渭营业所,中国邮政储蓄银行永康市清渭营业所,浙江省永康市象珠镇清渭街天鹅西路,321313,2010/6/17,2012/7/16
10021,浙江,金华,517009,U,B0018A333070008,中国邮政储蓄银行股份有限公司永康市四路营业所,中国邮政储蓄银行永康市四路营业所,浙江省永康市龙山镇四路上村,321311,2010/6/17,2012/7/16
10022,浙江,金华,517010,U,B0018A333070006,中国邮政储蓄银行股份有限公司永康市派溪营业所,中国邮政储蓄银行永康市派溪营业所,浙江省永康市古山镇派溪村,321308,2010/6/17,2012/7/16
10023,浙江,金华,517011,U,B0018A333070005,中国邮政储蓄银行股份有限公司永康市石柱营业所,中国邮政储蓄银行永康市石柱营业所,浙江省永康市石柱镇妙端村,321304,2010/6/17,2012/7/16
10024,浙江,金华,517012,U,B0018A333070004,中国邮政储蓄银行股份有限公司永康市华丰路营业所,中国邮政储蓄银行永康市华丰路营业所,浙江省永康市华丰东路97号,321300,2010/6/17,2012/7/16
10025,浙江,金华,517015,U,B0018S333070051,中国邮政储蓄银行股份有限公司浦江县黄宅镇支行,中国邮政储蓄银行浦江县黄宅镇支行,浙江省浦江县黄宅镇商业街8号,322204,2008/6/20,2012/7/16
10026,浙江,金华,517034,U,B0018S333070038,中国邮政储蓄银行股份有限公司武义县桐琴镇支行,中国邮政储蓄银行武义县桐琴镇支行,浙江省武义县桐琴镇长安街,321201,2008/6/19,2012/7/16
10027,浙江,金华,517037,U,B0018S333070031,中国邮政储蓄银行股份有限公司永康市古山镇支行,中国邮政储蓄银行永康市古山镇支行,浙江省永康市古山镇经纬西路158号,321307,2008/6/27,2012/7/16
10028,浙江,金华,517039,U,B0018S333070027,中国邮政储蓄银行股份有限公司兰溪市横溪支行,中国邮政储蓄银行兰溪市横溪支行,浙江省兰溪市横溪镇国庆村兰浦路122号,321100,2008/6/16,2012/7/16
10029,浙江,金华,517041,U,B0018S333070007,中国邮政储蓄银行股份有限公司永康市支行,中国邮政储蓄银行永康市支行,浙江省永康市九铃东路3090号,321300,2008/5/14,2012/7/16
10030,浙江,金华,517044,U,B0018S333070001,中国邮政储蓄银行股份有限公司武义县支行,中国邮政储蓄银行武义县支行,浙江省武义县壶山上街172号宏马时代广场,321200,2008/5/13,2012/7/16
3725,浙江,浙江,517614,U,B0018S233010091,中国邮政储蓄银行股份有限公司杭州市蒋村支行,中国邮政储蓄银行杭州市蒋村支行,浙江省杭州市西湖区文三西路492号,310012,2008/6/20,2012/7/13
3726,浙江,浙江,517620,U,B0018S233010100,中国邮政储蓄银行股份有限公司杭州市四季青支行,中国邮政储蓄银行杭州市四季青支行,浙江省杭州市江干区夕照新村41-2号,310016,2008/6/20,2012/7/13
3727,浙江,浙江,517639,U,B0018A233010044,中国邮政储蓄银行股份有限公司杭州市赭山营业所,中国邮政储蓄银行杭州市赭山营业所,浙江省杭州市萧山区南阳街道赭山永里路29号,311227,2010/8/17,2012/7/13
3728,浙江,浙江,517640,U,B0018A233010034,中国邮政储蓄银行股份有限公司杭州市临浦劳动路营业所,中国邮政储蓄银行杭州市临浦劳动路营业所,浙江省杭州市萧山区临浦镇劳动路57-3号,311251,2010/8/17,2012/7/13
3729,浙江,浙江,517641,U,B0018A233010032,中国邮政储蓄银行股份有限公司杭州市西河路营业所,中国邮政储蓄银行杭州市西河路营业所,浙江省杭州市萧山区城厢街道西河路97-109号,311203,2010/8/17,2012/7/13
3730,浙江,浙江,517645,U,B0018S233010018,中国邮政储蓄银行股份有限公司杭州市靖江镇商贸街支行,中国邮政储蓄银行杭州市靖江镇商贸街支行,浙江省杭州市萧山区靖江商贸街12号,311223,2008/6/17,2012/7/13
3731,浙江,浙江,517654,U,B0018A233010127,中国邮政储蓄银行股份有限公司建德市白沙营业所,中国邮政储蓄银行建德市白沙营业所,浙江省建德市新安江街道新安路21号,310009,2012/6/25,2012/7/13
3732,浙江,浙江,517657,U,B0018A233010039,中国邮政储蓄银行股份有限公司杭州市所前镇营业所,中国邮政储蓄银行杭州市所前镇营业所,浙江省杭州市萧山区所前镇观前路12、16号,311254,2010/8/17,2012/7/13
3733,浙江,浙江,517658,U,B0018S233010017,中国邮政储蓄银行股份有限公司杭州市党山镇支行,中国邮政储蓄银行杭州市党山镇支行,浙江省杭州市萧山区党山镇为民路189号,311245,2008/6/17,2012/7/13
3734,浙江,浙江,517659,U,B0018S233010012,中国邮政储蓄银行股份有限公司淳安县汾口镇支行,中国邮政储蓄银行淳安县汾口镇支行,浙江省淳安县汾口镇杨翠路30号,311719,2008/6/11,2012/7/13
3735,浙江,浙江,517663,U,B0018S233010095,中国邮政储蓄银行股份有限公司杭州市留下镇支行,中国邮政储蓄银行杭州市留下镇支行,浙江省杭州市西湖区留下镇留下街125号,310023,2008/6/20,2012/7/13
3736,浙江,浙江,517668,U,B0018S233010003,中国邮政储蓄银行股份有限公司杭州市萧山区支行,中国邮政储蓄银行杭州市萧山区支行,浙江省杭州市萧山区北干街道金城路1038号,311203,2008/5/21,2012/7/13
3737,浙江,浙江,517669,U,B0018S233010004,中国邮政储蓄银行股份有限公司桐庐县支行,中国邮政储蓄银行桐庐县支行,浙江省桐庐县城南街道迎春南路93号,311500,2008/5/23,2012/7/13
3738,浙江,浙江,517670,U,B0018S233010005,中国邮政储蓄银行股份有限公司淳安县支行,中国邮政储蓄银行淳安县支行,浙江省淳安县千岛湖镇新安南路1号,311700,2008/5/21,2012/7/13
5914,浙江,温州,437268,U,B0018S333030071,中国邮政储蓄银行股份有限公司苍南县矾山镇支行,中国邮政储蓄银行苍南县矾山镇支行,浙江省苍南县矾山镇高岚路299号,325807,1997/11/28,2012/7/13
5915,浙江,温州,437280,U,B0018A333030016,中国邮政储蓄银行股份有限公司苍南县龙港镇人民路营业所,中国邮政储蓄银行苍南县龙港镇人民路营业所,浙江省苍南县龙港镇龙港大道邮政综合大楼,325802,2010/3/29,2012/7/13
5916,浙江,温州,437282,U,B0018X333030002,中国邮政储蓄银行股份有限公司苍南县中墩乡金融服务点,中国邮政储蓄银行苍南县中墩乡金融服务点,浙江省苍南县中墩乡海滨村兴中路25号,325808,2010/4/12,2012/7/13
5917,浙江,温州,437284,U,B0018X333030015,中国邮政储蓄银行股份有限公司苍南县浦亭乡金融服务点,中国邮政储蓄银行苍南县浦亭乡金融服务点,浙江省苍南县浦亭乡灵浦北路8号,325800,2010/6/17,2012/7/13
5918,浙江,温州,437285,U,B0018X333030003,中国邮政储蓄银行股份有限公司苍南县仙居乡金融服务点,中国邮政储蓄银行苍南县仙居乡金融服务点,浙江省苍南县仙居乡河西岸村村委办公楼,325804,2010/3/29,2012/7/13
5919,浙江,温州,437286,U,B0018X333030016,中国邮政储蓄银行股份有限公司苍南县括山乡金融服务点,中国邮政储蓄银行苍南县括山乡金融服务点,浙江省苍南县括山乡丰山村委办公楼,325804,2010/6/17,2012/7/13
5920,浙江,温州,437287,U,B0018X333030017,中国邮政储蓄银行股份有限公司苍南县昌禅乡金融服务点,中国邮政储蓄银行苍南县昌禅乡金融服务点,浙江省苍南县昌禅乡兴昌村南山路19号,325807,2010/6/17,2012/7/13
5921,浙江,温州,437288,U,B0018X333030004,中国邮政储蓄银行股份有限公司苍南县凤阳乡金融服务点,中国邮政储蓄银行苍南县凤阳乡金融服务点,浙江省苍南县凤阳乡顶堡村建新西路6-8号,325808,2010/3/29,2012/7/13
5922,浙江,温州,437291,U,B0018S333030002,中国邮政储蓄银行股份有限公司乐清市支行,中国邮政储蓄银行乐清市支行,浙江省乐清市宁康东路150号,325800,2008/5/21,2012/7/13
5923,浙江,温州,437292,U,B0018S333030064,中国邮政储蓄银行股份有限公司乐清市柳市镇支行,中国邮政储蓄银行乐清市柳市镇支行,浙江省乐清市柳市镇大桥路38号,325604,2000/3/14,2012/7/13
5924,浙江,温州,437294,U,B0018S333030059,中国邮政储蓄银行股份有限公司乐清市大荆镇支行,中国邮政储蓄银行乐清市大荆镇支行,浙江省乐清市大荆镇肖包周村环城东路32号,325615,2000/3/14,2012/7/13
5925,浙江,温州,437308,U,B0018A333030035,中国邮政储蓄银行股份有限公司乐清市大荆镇营业所,中国邮政储蓄银行乐清市大荆镇营业所,浙江省乐清市大荆镇荆山南路132-134号,325615,2011/12/23,2012/7/13
5926,浙江,温州,437309,U,B0018A333030034,中国邮政储蓄银行股份有限公司乐清市清江镇营业所,中国邮政储蓄银行乐清市清江镇营业所,浙江省乐清市清江镇振兴东路21号,325000,2011/12/16,2012/7/13
5927,浙江,温州,437310,U,B0018A333030014,中国邮政储蓄银行股份有限公司乐清市白鹭屿营业所,中国邮政储蓄银行乐清市白鹭屿营业所,浙江省乐清市北白象镇白鹭屿村利民服务中心大楼,325603,2010/3/22,2012/7/13
8091,浙江,绍兴,436987,U,B0004S333060064,中国建设银行股份有限公司新昌东门支行,中国建设银行新昌东门支行,浙江省绍兴市新昌县南明街道东昌西路51号,312500,2012/7/2,2012/7/13
8092,浙江,绍兴,436988,U,B0004S333060065,中国建设银行股份有限公司绍兴迪荡支行,中国建设银行绍兴迪荡支行,浙江省绍兴市越城区胜利东路398号,312000,2012/7/6,2012/7/13
108,浙江,丽水,439062,U,B0015S333110003,上海浦东发展银行股份有限公司丽水缙云支行,上海浦东发展银行丽水缙云支行,浙江省缙云县紫薇北路4-18号（连续双号）,321400,2012/7/10,2012/7/12
3680,浙江,浙江,439963,U,B0002S233010178,中国农业银行股份有限公司杭州河庄支行,中国农业银行杭州河庄支行,浙江省杭州市萧山区河庄街道永丰路557、559、561、563号,311222,2012/7/3,2012/7/12
3681,浙江,浙江,439966,U,B0018A233010015,中国邮政储蓄银行股份有限公司杭州市邱山营业所,中国邮政储蓄银行杭州市邱山营业所,浙江省杭州市余杭区临平街道邱山大街339－343号,311100,2010/8/17,2012/7/12
3682,浙江,浙江,439967,U,B0018S233010001,中国邮政储蓄银行股份有限公司杭州市余杭区支行,中国邮政储蓄银行杭州市余杭区支行,浙江省杭州市余杭区南苑街道世纪大道149号,311100,2008/5/19,2012/7/12
3683,浙江,浙江,439969,U,B0018A233010111,中国邮政储蓄银行股份有限公司桐庐县钟山乡营业所,中国邮政储蓄银行桐庐县钟山乡营业所,浙江省桐庐县钟山乡吴宅村石城路37号,311503,2010/10/26,2012/7/12
3684,浙江,浙江,439972,U,B0018A233010108,中国邮政储蓄银行股份有限公司桐庐县百江镇营业所,中国邮政储蓄银行桐庐县百江镇营业所,浙江省桐庐县百江镇百江村新街27号,311522,2010/10/26,2012/7/12
3685,浙江,浙江,439973,U,B0018A233010106,中国邮政储蓄银行股份有限公司桐庐县桐君路营业所,中国邮政储蓄银行桐庐县桐君路营业所,浙江省桐庐县桐君路121—123号,311500,2010/10/26,2012/7/12
3686,浙江,浙江,439974,U,B0018A233010105,中国邮政储蓄银行股份有限公司淳安县新北营业所,中国邮政储蓄银行淳安县新北营业所,浙江省淳安县千岛湖镇新安北路18号,311700,2010/8/17,2012/7/12
